0.009385421	0.0000000000	0.0000000000	0.0000000000	-0.0139123920	0.0000000000	-0.5045975922	0.8632425588
0.010000000	0.0000000000	0.0000000000	0.0000000000	-0.0140171641	0.0000000000	-0.5029974030	0.8641742485
0.010265509	0.0000000000	0.0000000000	0.0000000000	-0.0140624555	0.0000000000	-0.5023055978	0.8645758115
0.010558887	0.0000000000	0.0000000000	0.0000000000	-0.0141125205	0.0000000000	-0.5015408367	0.8650188587
0.010852273	0.0000000000	0.0000000000	0.0000000000	-0.0141626079	0.0000000000	-0.5007756953	0.8654612201
0.011145668	0.0000000000	0.0000000000	0.0000000000	-0.0142127179	0.0000000000	-0.5000101744	0.8659028953
0.011439071	0.0000000000	0.0000000000	0.0000000000	-0.0142628509	0.0000000000	-0.4992442748	0.8663438839
0.012025904	0.0000000000	0.0000000000	0.0000000000	-0.0143631869	0.0000000000	-0.4977113422	0.8672237997
0.012319335	0.0000000000	0.0000000000	0.0000000000	-0.0144133904	0.0000000000	-0.4969443106	0.8676627261
0.012612776	0.0000000000	0.0000000000	0.0000000000	-0.0144636180	0.0000000000	-0.4961769033	0.8681009644
0.013493161	0.0000000000	0.0000000000	0.0000000000	-0.0146144483	0.0000000000	-0.4938724337	0.8694115464
0.014960696	0.0000000000	0.0000000000	0.0000000000	-0.0148663406	0.0000000000	-0.4900242039	0.8715820509
0.015254240	0.0000000000	0.0000000000	0.0000000000	-0.0149167979	0.0000000000	-0.4892534476	0.8720140786
0.015547797	0.0000000000	0.0000000000	0.0000000000	-0.0149672821	0.0000000000	-0.4884823228	0.8724454142
0.015841367	0.0000000000	0.0000000000	0.0000000000	-0.0150177936	0.0000000000	-0.4877108304	0.8728760575
0.017015785	0.0000000000	0.0000000000	0.0000000000	-0.0152201179	0.0000000000	-0.4846211994	0.8745916996
0.017603082	0.0000000000	0.0000000000	0.0000000000	-0.0153214511	0.0000000000	-0.4830741975	0.8754453569
0.018190441	0.0000000000	0.0000000000	0.0000000000	-0.0154229014	0.0000000000	-0.4815257460	0.8762962342
0.018484144	0.0000000000	0.0000000000	0.0000000000	-0.0154736712	0.0000000000	-0.4807509785	0.8767206295
0.018777864	0.0000000000	0.0000000000	0.0000000000	-0.0155244711	0.0000000000	-0.4799758508	0.8771443287
0.020000000	0.0000000000	0.0000000000	0.0000000000	-0.0157361428	0.0000000000	-0.4767472605	0.8788995525
0.021000000	0.0000000000	0.0000000000	0.0000000000	-0.0159097078	0.0000000000	-0.4741015194	0.8803264341
0.021422128	0.0000000000	0.0000000000	0.0000000000	-0.0159830761	0.0000000000	-0.4729836198	0.8809262380
0.021716028	0.0000000000	0.0000000000	0.0000000000	-0.0160341937	0.0000000000	-0.4722049321	0.8813429564
0.022000000	0.0000000000	0.0000000000	0.0000000000	-0.0160836130	0.0000000000	-0.4714522654	0.8817449058
0.022303888	0.0000000000	0.0000000000	0.0000000000	-0.0161365296	0.0000000000	-0.4706465021	0.8821742926
0.023000000	0.0000000000	0.0000000000	0.0000000000	-0.0162578677	0.0000000000	-0.4687995632	0.8831549418
0.023185831	0.0000000000	0.0000000000	0.0000000000	-0.0162902891	0.0000000000	-0.4683062316	0.8834160401
0.024000000	0.0000000000	0.0000000000	0.0000000000	-0.0164324812	0.0000000000	-0.4661434778	0.8845565169
0.024067967	0.0000000000	0.0000000000	0.0000000000	-0.0164443626	0.0000000000	-0.4659628288	0.8846514710
0.025244461	0.0000000000	0.0000000000	0.0000000000	-0.0166502964	0.0000000000	-0.4628334547	0.8862888699
0.026127078	0.0000000000	0.0000000000	0.0000000000	-0.0168051342	0.0000000000	-0.4604828233	0.8875095250
0.026715611	0.0000000000	0.0000000000	0.0000000000	-0.0169085484	0.0000000000	-0.4589140324	0.8883197689
0.027000000	0.0000000000	0.0000000000	0.0000000000	-0.0169585686	0.0000000000	-0.4581555758	0.8887102314
0.027009914	0.0000000000	0.0000000000	0.0000000000	-0.0169603131	0.0000000000	-0.4581291284	0.8887238320
0.027598599	0.0000000000	0.0000000000	0.0000000000	-0.0170639593	0.0000000000	-0.4565583067	0.8895298387
0.028000000	0.0000000000	0.0000000000	0.0000000000	-0.0171347113	0.0000000000	-0.4554866121	0.8900777201
0.028481821	0.0000000000	0.0000000000	0.0000000000	-0.0172197251	0.0000000000	-0.4541995521	0.8907335449
0.029000000	0.0000000000	0.0000000000	0.0000000000	-0.0173112600	0.0000000000	-0.4528145936	0.8914366293
0.029365287	0.0000000000	0.0000000000	0.0000000000	-0.0173758541	0.0000000000	-0.4518377894	0.8919308784
0.030000000	0.0000000000	0.0000000000	0.0000000000	-0.0174882239	0.0000000000	-0.4501395867	0.8927869368
0.030543634	0.0000000000	0.0000000000	0.0000000000	-0.0175846053	0.0000000000	-0.4486841294	0.8935173942
0.030838293	0.0000000000	0.0000000000	0.0000000000	-0.0176368987	0.0000000000	-0.4478948905	0.8939122479
0.031000000	0.0000000000	0.0000000000	0.0000000000	-0.0176656127	0.0000000000	-0.4474616578	0.8941286210
0.031132982	0.0000000000	0.0000000000	0.0000000000	-0.0176892348	0.0000000000	-0.4471053234	0.8943063909
0.032000000	0.0000000000	0.0000000000	0.0000000000	-0.0178434358	0.0000000000	-0.4447808739	0.8954616608
0.032017228	0.0000000000	0.0000000000	0.0000000000	-0.0178465034	0.0000000000	-0.4447346621	0.8954845519
0.032606880	0.0000000000	0.0000000000	0.0000000000	-0.0179515690	0.0000000000	-0.4431525953	0.8962664328
0.033000000	0.0000000000	0.0000000000	0.0000000000	-0.0180217028	0.0000000000	-0.4420973019	0.8967860357
0.033196657	0.0000000000	0.0000000000	0.0000000000	-0.0180568134	0.0000000000	-0.4415692349	0.8970454628
